business_id,name,state,city,postal_code,latitude,longitude,stars,review_count
pajaST0lkqKzdzx7AsAy0g,Nick's Auto Sales,PA,Philadelphia,19148,39.922077,-75.184014,2.0,10
3eYLop9BA2mLzPYjUFKcWg,"CollisionMax, An ABRA Company",PA,Philadelphia,19115,40.0831062,-75.0330943,3.5,12
M_yGuw7bmwhhI4YZYn7B0Q,J & G Automotive,PA,Kennett Square,19348,39.8443177,-75.7241497,3.5,5
Bed89bho5YOJ1LSP899VfA,On Time Towing,PA,West Chester,19380,39.9843333294,-75.593482554,1.5,10
WDrjCpzxbLHaNG86Y4c9yw,J's Auto Service,PA,Hatfield,19440,40.2832762,-75.2811349,4.5,16
qwF3lZOtK8H3eVzcZIg8Gw,Collision Care Auto Body Centers,PA,Philadelphia,19146,39.9391435,-75.1772712,4.0,34
ZByTbQwI6_oaqxkgAIsCfQ,Jeff Daniel's Jeeps,PA,Harleysville,19438,40.2786162,-75.4006472,4.0,11
l5JQB7tXczIpsYmbSLi5_w,Rose Auto Service,PA,Philadelphia,19111,40.0638434,-75.0844072,5.0,10
MxGQP7AhRsvjyUum1PGsvg,Blitz Automotive,PA,Kennett Square,19348,39.8490951,-75.706028,5.0,9
yCcaFZFdNmH7fZu4VBKNOQ,Pat's Automatic Transmission Service,PA,Folsom,19033,39.8910163,-75.3188519,5.0,6
3c3okC0udBKZD_fASFrI-A,Mid City Tire & Auto,PA,Philadelphia,19147,39.9359305,-75.155701,4.5,245
QxecXQwEvcFfwYpsuNvaGA,Than's Auto Body Shop,PA,Philadelphia,19142,39.9182065,-75.2397477,4.0,5
G34TWxDltxUBelSqVhpV2g,Mercedes-Benz of Fort Washington,PA,Fort Washington,19034,40.1368421,-75.2118967,3.0,90
vmwLQ5sDD4emlaQZv8Y-6w,Pep Boys,PA,Pottstown,19464,40.2517074,-75.6601749,2.0,33
ew4XCFeLxivrsyKQIx_nmQ,Fred Beans Subaru,PA,Doylestown,18902,40.3362823,-75.1313242,3.0,46
fvCpv2G8F5MkzEU_mpxkFA,Goodyear Auto Service,PA,Upper Darby,19082,39.9563596673,-75.2585826149,3.0,9
HPd13-ZvIJ2XkmmhPEwU3A,Northeast Transmission & Auto Repair,PA,Philadelphia,19136,40.0397706,-75.0157184,5.0,5
4JZ1WD7bDg5EMokyQtGThw,Sidd's Auto Repair,PA,Bala Cynwyd,19004,40.0158785,-75.2298796,4.5,17
m9F7AAjiBWgLngPGSbDzew,United Auto Repair,PA,Philadelphia,19151,39.9843161,-75.2450347,3.0,9
fgYd0czr30CUSOqsHcurAg,Donte's Automotive,PA,Hatboro,19040,40.1777832,-75.1060697,4.0,5
UxlDGw1YihzSovxfU29cdg,A One Auto Sales & Repair,PA,Philadelphia,19147,39.9403419495,-75.1845321655,5.0,9
OI2K7ao8evC5t43Pt3T4Hg,Tri County Toyota,PA,Royersford,19468,40.2209123,-75.5454332,2.0,66
EXMTnpdRTM-lWn5gLgs28A,Firestone Complete Auto Care,PA,Philadelphia,19115,40.087017,-75.035764,2.5,6
NAtR_paYrYp7IWqzGIPiYQ,Marty Sussman Honda,PA,Roslyn,19001,40.131116,-75.126472,2.0,83
bT_GPfmgGGwwcIY0prm6IA,Diamond Auto Leasing Inc,PA,Glenside,19038,40.096739,-75.1568638,5.0,8
hHGQxmwXyuoSPSCx_Rsprg,Mavis Discount Tire,PA,Chester Springs,19425,40.0776979005,-75.6904229522,2.5,10
ZH-9EoqgN8teKNMuLu434w,Foreign Fix Auto Center,PA,Philadelphia,19147,39.9315724,-75.1588703,4.5,37
pdcLverF9DoKHdns3XZXcw,Firestone Complete Auto Care,PA,West Chester,19382,39.96752,-75.55389,2.5,13
Gr2yFFALpwvQkbce3v5oQg,Chapman Ford of Horsham,PA,Horsham,19044,40.20023,-75.138195,3.0,96
SesC7ep7i0uCnBUiqIuPPA,Alan's Collision Center,PA,Philadelphia,19115,40.107443,-75.037994,3.5,6
xmWaBhJuOtaYlvGvpjDqSA,European Motor Works,PA,Philadelphia,19123,39.9624073,-75.1406284,1.0,5
EFk0e-B12JsJtplQNmwhHA,F.A.S.T. Family Automotive Service and Tuning,PA,West Chester,19380,39.9868081776,-75.5939826866,5.0,9
ALI0CtesYd4BF0oWE36HYQ,NTB - National Tire & Battery,PA,Langhorne,19047,40.1748729651,-74.8836493492,2.5,8
TI8ddk4d4feKASNaCN5tKw,Desimone Auto Group,PA,Philadelphia,19123,39.959769,-75.141998,2.5,14
4mYDVjiabqG7IgzDibp40Q,Fiat of Montgomeryville,PA,Montgomeryville,18936,40.25005,-75.24614,3.5,14
iPmalvwzRBOfpRIPloT7GA,Havertown Automotive,PA,Havertown,19083,39.9716953,-75.3105834,5.0,6
hlVKbykRTIL6ruTcK8Vkfw,Liberty Service Center,PA,Philadelphia,19130,39.9729835425,-75.1782778554,2.0,5
8JpjiOIcl-BgTCruxHI7Ow,McLaughlin's Auto Service,PA,West Chester,19380,40.0091857,-75.5913391,4.0,5
G7XPVBOKuxCq7L84fqNflA,Meineke Car Care Center,PA,Philadelphia,19150,40.0722024442,-75.1573846696,3.5,6
uuGnCvK_197mgrsS9Cqalw,Point Service Center,PA,North Wales,19454,40.2079353,-75.2812187,4.0,5
M9hYI_bxPykqTKeZt1YzMA,Reedman Toll Chrysler Dodge Jeep RAM of Jenkintown,PA,Jenkintown,19046,40.0886993408,-75.1276321411,2.0,48
A1gS-WgbuuuEJK-nNhU1AA,Wayne's Auto Repair,PA,Willow Grove,19090,40.158746,-75.129127,5.0,7
M4P97GCeZ1qpDhXoAruQ2w,BBack Car Care,PA,Doylestown,18902,40.3337205,-75.1239514,4.5,7
lZa-BibzF5oR_i6TaFoGYg,Rick's Auto Repair,PA,Marcus Hook,19061,39.8203976,-75.4184997,4.0,5
6DDoz1tuCRpPWGxXLgpp7w,Rudolphs Auto Service,PA,Philadelphia,19148,39.9229735,-75.1668733,5.0,6
cuDZqLiMbpq59trNP4n5Zw,Pep Boys Auto Service & Tire,PA,Ardmore,19003,39.994329,-75.298426,2.5,36
X08sZiboog_RiSejdiRBMQ,Meineke Car Care Center,PA,Norristown,19403,40.1565202,-75.3701414,4.5,18
A1E-Qd-zPg9NPPsIXc0Wzg,Havertown Auto Services,PA,Havertown,19083,39.9734501,-75.3198596,4.5,10
-ols5tgh9GslgqmFvTOsDw,Tire Techs USA,PA,Philadelphia,19144,40.030682,-75.156819,4.5,8
vAHGWua5eUbI0R06i-_GmA,CaroTech Automotive,PA,Philadelphia,19148,39.9227413,-75.159668,4.5,9
Zq3rnDND8yzpoqdcabFThQ,Back 2 New,PA,Philadelphia,19104,39.9603026353,-75.1979011693,1.5,8
4R3juyOfP5Ia-PyLUHQ1wg,Service King Collision Malvern/Paoli,PA,Malvern,19355,40.044049436,-75.5169435224,4.0,10
8C0XfmUKuEW35XU88DxyjA,Bergey's Chrysler Jeep Dodge Ram,PA,Souderton,18964,40.310584755,-75.3539546165,4.0,35
-PU5on8H21jZOqSXCmxLJQ,Scott Kia Of Springfield,PA,Springfield,19064,39.9220435616,-75.3194079944,2.5,61
Gh7EXIq3mYIfGVa9vdqXVQ,Ciocca Ford Of Souderton,PA,Souderton,18964,40.3168756747,-75.3048903396,4.0,35
yEORuinc1dfDYznNG_zx4g,Mavis Discount Tire,PA,East Norriton,19401,40.1429601004,-75.3150987625,3.5,21
bbfi8V1CTLj8ch3Bg93PZA,Wynne's Express Lube & Auto Repair,PA,Trappe,19426,40.2079942,-75.4887462,4.5,10
B6psaiNazV_U5XhWRO-xog,A & M Auto Body,PA,Philadelphia,19147,39.9340594,-75.1581179,5.0,10
8e2qc9anJ_E-Zh8D21G-hg,Creative Autosound,PA,Langhorne,19047,40.1754,-74.88585,5.0,9
QVccj6Ke-eD7k-4cyo1yAQ,Auto Specialties,PA,Philadelphia,19111,40.0742129,-75.0833867,4.0,5
e0ZGMlXcMQ8bfvLFiLfuAw,Hessert Chevrolet,PA,Philadelphia,19149,40.0344821,-75.0695104,2.5,15
XDam-EIdtu0Z8MSWPaRJyg,Bob's Service Center,PA,Narberth,19072,40.0096095,-75.25595,3.5,7
Cdt9D6XfEF7FBHRBbj-BgQ,Blatt Tire & Auto Repair,PA,Philadelphia,19123,39.9588694,-75.1554945,4.0,74
e_PHx0xhOZy3QOwbHh9YgA,Faulkner INFINITI of Willow Grove,PA,Willow Grove,19090,40.1600345,-75.1245282,3.0,64
DuUuc6qmErYkVGAWeRkqqg,AAA Downingtown Car Care Insurance Travel Center,PA,Downingtown,19335,40.017719309,-75.6732965817,3.0,13
kvzzU6ouwmDEUBs87VAELg,Maximus Towing and Recovery,PA,Philadelphia,19126,40.0567722,-75.1393286,4.0,5
L-nOJJQmU2JGx7_dhbCbQg,County Corvette Sales,PA,West Chester,19382,39.9604587595,-75.5864371342,3.5,6
s_Wzn1kzPC7G0iVgFyEARg,Jim's Liberty Service Station,PA,Norristown,19401,40.1249603,-75.3169487,4.0,7
Rnh7bmBw4BqtWR2yybWtEA,Springfield Ford Lincoln,PA,Springfield,19064,39.9245404051,-75.3138780331,3.5,64
pV1lEU9SiIRSIE3Ho9Zjdg,Maaco Collision Repair & Auto Painting,PA,Levittown,19057,40.12724,-74.8365945,5.0,6
BTjGskjD0xDKT2L-jcuOGA,Montgomeryville Nissan,PA,Montgomeryville,18936,40.225877,-75.232601,2.5,60
nnOvXA6ArL3_BIApOUAUUw,Hilltop Family Tire and Automotive Service,PA,Chalfont,18914,40.2829552,-75.2111543,4.0,7
ln8xouTQvvEiwJi1m3zj1w,Santilli Transmission & Auto Repair,PA,Glenside,19038,40.0973952,-75.1570435,4.5,8
VcFB609Kh_2DsYx-QofoCA,Auto Magic Car Care,PA,Huntingdon Valley,19006,40.148033,-75.025442,4.5,11
zwfJmPoDnpIO_Uh6sy56xg,Exton Nissan,PA,Exton,19341,40.0266112,-75.6337198,2.0,73
jdMKSgqSelFKfrFoa6KXgg,Miller's Auto Repair,PA,Philadelphia,19128,40.0308287,-75.214837,5.0,11
19LxIe1sVxts3yJtWfUAmg,Vinces Auto Service,PA,Newtown,18940,40.228341,-74.9418962,4.5,15
dIplIuCRDhqZQ2OVj1NjdQ,Ken's Garage Door Repair,PA,Philadelphia,19143,39.9372763,-75.2172266,5.0,8
tbIYD0lBGRJcvNEtU-QzHw,Jiffy Lube,PA,Philadelphia,19111,40.0551829,-75.0732123,3.5,19
DENwNgr68JIWtZAR-FVwmA,Joe's Auto Electric,PA,Horsham,19044,40.178544,-75.1295226,5.0,6
hzTMc4VJaW0q1CxEGFwQhg,Mavis Discount Tire,PA,Trevose,19053,40.1323747,-74.9763033,4.0,25
wwm3GrJMqGWF6VoAlLLChQ,Meenan Transmissions,PA,Lansdale,19446,40.2595459449,-75.2649392768,4.5,5
-mVpEeb0zGMv81_IWoXT5g,Pep Boys,PA,Philadelphia,19125,39.9745638,-75.1192382,1.5,101
hMnaibOVNF7DwxSEM4EC6g,Daniels General Auto Repair,PA,Berwyn,19312,40.0450182,-75.4462052,5.0,5
jMlRIuJY260-5xBla5zMaA,Faulkner Mazda - Trevose,PA,Trevose,19053,40.1348609197,-74.9781722372,4.0,54
-7CYsFW13luajJHsl73bkg,Superior Motor Service Inc.,PA,Fairless Hills,19030,40.1821184,-74.8570952,2.0,9
ImskA2HuVbTc9KQtH0kIjw,Quality Discount Tire Service Center,PA,Philadelphia,19114,40.0568924091,-75.0133543986,2.5,13
rLhvrwxGREfdE1eMr3bG5Q,Sunrise Complete Auto Service,PA,Philadelphia,19124,40.009905,-75.121077,4.0,12
DZ8vPtZdy3tmQL2oi2keWQ,Authorized Transmissions,PA,Havertown,19083,39.9851369,-75.315868,2.5,5
2E_xdmb-eR2ThEAXLY0UUQ,Piazza Honda Of Philadelphia,PA,Philadelphia,19153,39.9038423,-75.2253442,3.5,148
g1Z6PDo72f7E5uI_JAyfQg,Morgado's Auto Body,PA,Lansdale,19446,40.2381988,-75.2830413,5.0,7
NRbOBw1miiuy6t89t6zRlw,Hillside Auto Service,PA,Jenkintown,19046,40.0988102,-75.1290665,3.5,6
onuthqlrNwkHHX--Wn3-SQ,CARSTAR - Norwood,PA,Norwood,19074,39.8920910413,-75.2970960755,5.0,7
cGVXxNvAWRgEnmVkr7Ji6Q,Scott Honda Of West Chester,PA,West Chester,19382,39.954545,-75.586194,3.0,90
g8PXwe9ftfM4_n7yWrMiaQ,Midas,PA,Philadelphia,19111,40.062034,-75.0852691,2.5,16
uUVCDhsqJ0DbLsUWCf_EnA,Mike Piazza Honda,PA,Langhorne,19047,40.1762353383,-74.8865454242,2.0,106
jC6a4B4ir1sGzuWoigOOPw,Mustang Stables,PA,Bensalem,19020,40.071197,-74.947612,5.0,5
0Dw5cikYionDC-RKLxY2Aw,Dennis' Auto Repair,PA,Philadelphia,19125,39.9733029,-75.1235475,4.5,23
-uOnV5OZsqfb4ZZdhJ7_qQ,Hometown Auto Service,PA,Conshohocken,19428,40.0870057,-75.2939308,4.5,13
25U5TAgRZu3GXGKO9rEWng,Neary Automotive,PA,Southampton,18966,40.1752,-75.0454,3.5,6
HpxdtJYWumMuLV9Crvf-Ew,Carpenter Lane Garage,PA,Philadelphia,19119,40.0436712,-75.1982657,4.0,8
alyxvUbqQ4GGZo-Q6EH4-g,Precision Plus Auto Works,PA,Feasterville Trevose,19053,40.1299764936,-74.9719492728,4.0,6
BjnDBwvoVX3uDSOBUwVyvw,3D Auto Body & Collision Centers,PA,Conshohocken,19428,40.089066,-75.316267,3.5,13
RAgOpHQ5UqcgsOFInC0VMQ,R & A Discount Auto Repairs,PA,Philadelphia,19147,39.9387519,-75.1628604,4.0,14
ZWFLrxSOPV7Epu4QtM_y4g,Del Chevrolet,PA,Paoli,19301,40.041944,-75.469577,2.0,32
l1xGCKOcRsfJCNEu7ZLYTA,Meineke Car Care Center,PA,Quakertown,18951,40.427588,-75.3495464772,1.0,9
V66K00SZ-xOHuRXMC7jS9g,Meenan Transmissions,PA,Willow Grove,19090,40.1527423,-75.1218196,4.5,23
82lRUyC9iKqI3Z4BBLCvyA,Mavis Discount Tire,PA,Philadelphia,19129,40.0078109502,-75.1742731032,3.0,10
AWzvmAw4X0FEMuYDa3CrQA,Rick's Green Lane Garage,PA,Philadelphia,19128,40.0344637,-75.2147459,4.0,14
ROzR3aPPxbY-_j6YrmfiAA,Quick Lane Tire and Auto Center,PA,Kennett Square,19348,39.8642272,-75.6776962,5.0,5
7HI9pccJr1sqs8MrJQJNgg,Ramsey's Service Center,PA,Drexel Hill,19026,39.9490287,-75.3056631,4.5,81
GafcWD0DRiXe4oPQCBBAFA,K & K Auto Repair,PA,Norristown,19401,40.115751,-75.350133,4.5,48
QhPWkEJ9DfJqADBggpxNpA,Eagle Service Center,PA,Chester Springs,19425,40.073744,-75.684035,5.0,13
65S958ctWjtNQHa79sXS7Q,Andy's Autotech,PA,Toughkenamon,19374,39.8313294,-75.7600652,5.0,6
XSWGss6EB7qOci9K7iGG-A,AAMCO Transmissions & Total Car Care,PA,Horsham,19044,40.1724673,-75.1358396,2.0,11
-F-q_KwXJdOLWp5v3wwoqA,Eagle Collision,PA,Chester Springs,19425,40.0955140841,-75.6954038143,4.0,7
ZceQayJ9Ownv2a7T81LP-g,Goodyear Auto Service,PA,Levittown,19056,40.169293,-74.891983,4.0,7
n13cJNHjiuihU1bmzxPwlw,A&T Subaru,PA,Sellersville,18960,40.343621,-75.3029897,3.5,26
i14ca1amH_Eujp0TSLbyDA,Fred Beans Volkswagen of Doylestown,PA,Doylestown,18902,40.3345153,-75.1306401,2.0,11
Z2NfYzpq1mzslSn0dTi1mA,Peruzzi Mazda,PA,Fairless Hills,19030,40.1812,-74.86415,3.0,33
HIZhSYfsy8fiQyfAZSU-Eg,Armen Chevrolet,PA,Ardmore,19003,40.0059044409,-75.2861621411,3.5,45
C2nJjRwdcC8pNrLUsLfCNg,Arm Enterprise & Auto Repair,PA,Philadelphia,19123,39.9635751,-75.1584646,4.0,20
zhcGL_py81FPAfUhmn56Nw,DA Auto Clinic,PA,Philadelphia,19141,40.0502644,-75.14181,2.0,5
OEkvfdJAl_-nt8cfH9qbbg,Twin's Auto Repair,PA,Levittown,19057,40.1563577,-74.861489,5.0,19
8jPCTltGBbYjHgDRY3MhUw,Pep Boys,PA,Philadelphia,19145,39.9213666,-75.1845423,2.5,67
nruyBZmjiLbklEPvLnE2aw,Tires Plus,PA,Exton,19341,40.02462,-75.64756,3.0,17
3ONID-FiN6arsuNUjRz-1Q,Cjs Tire and Auto,PA,Philadelphia,19126,40.05678,-75.13956,3.5,14
iI2WzvGBGPDs4GFu4bqSLw,M & M Lube & Automotive,PA,Pottstown,19464,40.260139,-75.643787,4.0,8
nxLjhcf-1GMXWpZWZEVnCw,S Murphy Auto Repair,PA,Philadelphia,19139,39.9596828,-75.2320219,3.5,9
Pm2aE1qDu6CMJ17DBVvb_A,Faulkner Buick GMC,PA,Trevose,19053,40.1341651,-74.9771247,3.0,40
zLTLhABWzGvl0xiRd47qoA,Fred Beans Dodge Chrysler Jeep,PA,Doylestown,18902,40.3465007,-75.1350647,2.0,33
EQ2vSOJxG71ARxug6eeVag,Yarnall's Garage,PA,West Chester,19380,39.9609762573,-75.6097987411,5.0,9
-t16gV163kft1JMxL2vvXA,K & S Automotive,PA,Lansdale,19446,40.2573713,-75.311449,5.0,5
fv7YqwCw6-mf9qoHfUmH2A,Ramsay Automotive Inc,PA,Malvern,19355,40.0577762,-75.5323556,4.0,5
x0B2COlqOwPBeJRhEJ0PWA,A Class Act Auto Repair,PA,Philadelphia,19145,39.925178,-75.1735995,5.0,10
Z6DLXYtArTQQvLk1XjEvGA,Cope's Garage and Collision Solutions,PA,Souderton,18964,40.3170641,-75.3152985,4.0,5
F13x4Y7Lmv_FgyWUxka5xg,AAA South Philadelphia Car Care Insurance Travel Center,PA,Philadelphia,19148,39.924026,-75.142548,2.5,55
Wy5tHLsRtu9y4mdsUqhKhg,3D Auto Body & Collision Centers,PA,Spring City,19475,40.1707469,-75.5385422,3.5,11
h0oM5eSmGMqiKo3ko6V1gA,K & S Auto Service,PA,Frazer,19355,40.0371634,-75.5717231,5.0,8
rrrHATgE_ISG1uy2RXIuTQ,Fred Beans Buick GMC,PA,Doylestown,18902,40.3364692,-75.1297735,3.5,23
DfTWadGWN0egX7hl9YV1Yw,Peruzzi Mitsubishi,PA,Fairless Hills,19030,40.18094,-74.866159,2.5,24
HNAwusMRX5BPKr7zRUZ3Kw,B & W Auto Service,PA,Glenside,19038,40.0827664,-75.1927035,4.5,14
eoUjQ6pSBq76ngY2KeADHg,Kennett Transmissions,PA,Kennett Square,19348,39.8454333,-75.7189316,1.0,5
RqetGnzg6iJeyU5w7kc3dg,Rob's Auto Repair,PA,Pottstown,19465,40.2282283,-75.6561297,4.0,6
Dr-I5t1dsmuECgU_HMp1bA,Just Tires,PA,Media,19063,39.913419096,-75.4340857118,3.0,17
nGgJ0d7UArVmr4NmdFVUvA,Branca's Auto Service,PA,King of Prussia,19406,40.090573,-75.3435636,3.5,11
X62ejibJII2WlVIA4KKKaA,Firestone Complete Auto Care,PA,Abington,19001,40.12432,-75.11724,2.5,24
JuzHhuWV19SRNcHk7YNwHw,The Engine Exchange & Auto Repair,PA,Horsham,19044,40.17856,-75.128443,3.5,5
5UX9Aq_4tBDngkZWHo1c9A,Joe & Sons' Auto Repair,PA,Philadelphia,19114,40.0631793,-75.0215114,4.0,8
kZxrObtkh34gz67C_HMl8w,Mercedes-Benz of West Chester,PA,West Chester,19382,39.9097852,-75.5706994,3.0,58
vSdnmjHmTPIJEHh3jjllpA,Forrest Auto Body,PA,Conshohocken,19428,40.0753201,-75.3059998,4.0,11
Ciqsv4U4zuUnv8lDBPUGjw,AAA Mid-Atlantic,PA,Springfield,19064,39.926324,-75.3076,3.5,7
OzruqKZhTokmSZhFVJIcZg,AAMCO Transmissions & Total Car Care,PA,Philadelphia,19135,40.0323576,-75.0518514,2.5,7
e9PfkJ9q0rB3hfTKy7Ht5A,Wesley Wood Service Experts,PA,West Chester,19382,39.9613949,-75.5857976,2.0,30
sRTKlWVN8J2lR0KF_oyc0g,Myers Auto Care,PA,Horsham,19044,40.1736937,-75.1284765,4.5,8
KYHYFXwkHsyEHYYkfkpihQ,Pep Boys,PA,Philadelphia,19132,40.0048485,-75.1802107,2.5,22
Jvm1-xPTwVkCsKSWYASQNA,Badell's Collision,PA,Aston,19014,39.843836,-75.4207615,3.0,9
64fm1sw6EE9zdMST45nTsg,Village Tire & Auto Repair,PA,Lansdale,19446,40.2517987,-75.2860486,3.0,9
VGD2gTBUaZWQEi4Bw3anqQ,J.C. Eckman Automotive,PA,King of Prussia,19406,40.0909616,-75.3449073,4.0,5
2zYML-Sr-9luHuPMRou_sg,Qyst Tire & Automotive Service Centers,PA,Media,19063,39.9113315,-75.4400064,5.0,6
--OS_I7dnABrXvRCCuWOGQ,Lens Auto Body & Painting,PA,Philadelphia,19135,40.0281603,-75.0338026,4.0,5
eXFm-qCTrU4wi9gDKMEXwQ,Piazza Hyundai Of Pottstown,PA,Limerick,19468,40.218455756,-75.5467468,3.5,24
Cn2Zyc62UjEwiQtK-y1svw,Lou's Gulf Service Center,PA,Ridley Park,19078,39.8785074148,-75.3251357829,4.0,5
wNWt0LlftKpXQ2qjIqtXhA,Volvo Cars of Fort Washington,PA,Fort Washington,19034,40.138864,-75.211513,4.0,26
x_f_PFhioqXz-yoBCaRaOg,Mina Motors,PA,Philadelphia,19146,39.9420866,-75.1666225,4.0,57
84yw5ygD_XsNZ-SDVdctLA,Sussman Hyundai,PA,Willow Grove,19090,40.134949,-75.123047,2.0,33
uP-60-QY21kdUKim2QtnNA,Steve & Dominic's Auto Repair,PA,Philadelphia,19107,39.9578904,-75.1557922,4.0,10
1lcY7PZ6xA486kZ989vrQA,Paul E Car Care,PA,Philadelphia,19111,40.0727732,-75.076286,3.5,7
D-2IC5xzIIWnxBYw7Al5kg,JB Motor Works,PA,Philadelphia,19143,39.9313643721,-75.2270176467,4.5,9
zAZ_t5jCCZukXu3iS7_xWQ,Jim's Auto Service,PA,Philadelphia,19128,40.0505637,-75.2357595,2.5,7
KvbjKiRhLo1_1-zxSXKSoQ,Heng's Auto Repair,PA,Philadelphia,19148,39.9260029,-75.1541137,4.0,10
wuMd8xvwSBePlZBND9P5JQ,George's Classic Automotive,PA,Media,19063,39.9352578515,-75.3910536442,4.0,5
tsm4N6zd9bw8vf7rVtkghw,Garnet Volkswagen of West Chester,PA,West Chester,19382,39.8848806,-75.5505053,3.5,32
jmINqGKH1IC9IbVx3qnp9Q,GT Automotive Center,PA,Ambler,19002,40.1512531,-75.2218799,3.5,5
wdvScg_MH8F-PNfTNHJ1zA,Lew Blum Towing,PA,Philadelphia,19104,39.9735816,-75.2045343,1.5,64
YvKvOfzLT6idiruHiCJ1Uw,Steele's Gulf,PA,Newtown,18940,40.2288917,-74.9234898,3.5,11
vABJYj439MKTuJxiqhNm2A,Caliber Collision,PA,Horsham,19044,40.1826508,-75.1362485,3.5,5
8x3rgaq2aJCzo2EFukLsYw,Mr. Tire Auto Service Centers,PA,Phoenixville,19460,40.1339132079,-75.5189922452,4.0,13
QfBDGQpJss5Z_-QZTCr1VA,Jiffy Lube,PA,Norristown,19401,40.1418893,-75.3134991,3.0,32
Y1Ax1Eu693UAGWrmBFs24w,Auto Repair By Mike,PA,Quakertown,18951,40.4420273,-75.3330231,5.0,6
NAX8VZc3avMuGpsVYKz_Pw,Volkswagen of Newtown Square,PA,Newtown Square,19073,39.9743431,-75.4478552,3.5,18
le_0uPkQ9BQQwSUIThHRNw,Reedman Toll Chevrolet Langhorne,PA,Langhorne,19047,40.1734876,-74.8899441,1.5,56
5hUMQ2qG6K3lnjK6U8NxjQ,K B Auto Repair Center,PA,Philadelphia,19134,39.9917223,-75.103083,5.0,9
z0wMbtkOYQoErR5wHWAuzw,Ridpath's Auto Center,PA,Springfield,19064,39.923748,-75.33914,5.0,9
PRrUvMLjJqbmpjKD_w6RGw,Pep Boys,PA,Philadelphia,19115,40.093171,-75.019662,2.0,24
OLc6GZdmltpMDtUlMZYXRA,Christian Brothers Automotive Montgomery Mall,PA,North Wales,19454,40.2345967202,-75.240820057,3.5,13
9i7igQSi-DZFpNJrOlnRBg,Makefield Auto Repair,PA,Morrisville,19067,40.2009241,-74.8209894,4.0,5
4J9GdP6qStzDp7YNO26ybg,KDS Automotive Center,PA,Valley Forge,19481,40.0989523,-75.4688023,5.0,15
qaFizW202p1-BJzmai_Z_g,Caliber Collision,PA,Philadelphia,19146,39.9390446469,-75.1777032735,4.0,33
pXY7gVGrXGxcB1xbJ9L_MA,Tomsautomotive,PA,Elkins Park,19027,40.0755164,-75.1277775,4.5,13
xdPU9qwKgxynOEvNWFkBqQ,Universal Technical Institute - Exton,PA,Exton,19341,40.0708885,-75.6860798,2.5,5
0ZfDcZw7O3BphsJ5ZFulKw,John Kennedy Ford,PA,Conshohocken,19428,40.1026303,-75.3105151,3.5,49
pC7MuCpWGTZjlrc7HvdF_A,Philadelphia Tire & Service,PA,Philadelphia,19123,39.963009,-75.1608768,4.0,17
LKCweaNOMJd0ddS99vyqpQ,A & H Motorsport,PA,Warminster,18974,40.2126581,-75.0818224,5.0,5
nWroKLF18LUHALR6dFlvZQ,Mario's Complete Auto Repair And Collision Center,PA,Philadelphia,19134,39.9897804,-75.0902503,5.0,5
v1fmEga74-Qe-YKM59JcNQ,Chi Auto Repair,PA,Andalusia,19020,40.0606339,-74.9786395,4.5,39
BIsPpZkP6suO6BD7sj6TXw,Willies Auto & Truck Repair,PA,Royersford,19468,40.2149972,-75.557053,4.0,5
LvmGo7LIAv4Ypk99a0crrg,Superior Services Mobile Detailing,PA,Philadelphia,19127,40.0259614,-75.222575,4.0,7
VR1VnNKZDV3IYl-d0kNzbQ,Sawchuk's Garage,PA,Pottstown,19464,40.2428701,-75.5658202,2.5,10
YRGDBGSexf1ZEF7P_bTjGg,AAMCO Transmissions & Total Car Care,PA,Broomall,19008,39.981398,-75.3616678,4.0,5
XcKgijsls5s6GQbDeZlLIw,Sloane Toyota of Devon,PA,Devon,19333,40.0462344,-75.4332108,2.0,16
7fyPXEcdq3EXuOSV2LeknQ,Vico's Auto Body Shop Inc,PA,Norristown,19401,40.113012,-75.338671,5.0,14
yB8NDLGbHvOj3TBB7CK5Ow,Mari-Al Auto Body,PA,Collegeville,19426,40.2237474,-75.4532716,5.0,10
QjPq4cLdebWezChwX-H8Qw,Concordville Subaru,PA,Glen Mills,19342,39.8780228,-75.5446306,3.5,41
Gue8mTEITPjtmBu57ED61Q,Monro Auto Service and Tire Centers,PA,Souderton,18964,40.3143682,-75.3125651,4.5,11
8aYOQaCdpg50j9UlMGyeQQ,TruckSmart Isuzu,PA,Morrisville,19067,40.1968828403,-74.8126020021,2.5,10
MaTM-p-VJyj8ogoWuG5AGg,Tom's Volkswagen Service,PA,West Chester,19382,39.9617047,-75.5992802,5.0,7
T2FEAvCXllQq1DuVN_iIlw,Monro Auto Service and Tire Centers,PA,Willow Grove,19090,40.1388346044,-75.1122486591,3.5,20
2grLN8p6crfYMMxQae13Pw,North Penn Gulf - Lansdale,PA,Lansdale,19446,40.240549,-75.302295,4.0,7
v6p8-3PmHnp5fHPTmU9hNQ,Car Concierge,PA,Philadelphia,19106,39.9493801,-75.145782,4.5,37
u1wHL1AHg7Nun0Y6A69x2g,Firestone Complete Auto Care,PA,Bala Cynwyd,19004,39.9997,-75.2297,2.0,60
Zzemi0mFs6oHB0SnNreOCQ,Starbrite Express Lube & Automotive Repair,PA,Souderton,18964,40.3157801,-75.3094444,2.5,9
1wJ6d3C8RnbZuNNBDCNHJA,Liberty Collision Center,PA,Philadelphia,19125,39.9665921,-75.1336047,4.5,42
