business_id,business_name,fault_type,repair_count,avg_rating,composite_score
48HKM3D6JuylWLdgJ3seiA,Delaware County Transmissions,transmission,5,2.5,4.479398673070137
cuDZqLiMbpq59trNP4n5Zw,Pep Boys Auto Service & Tire,electrical_system,5,2.5,4.479398673070137
8jPCTltGBbYjHgDRY3MhUw,Pep Boys,brakes,5,2.5,4.479398673070137
8jPCTltGBbYjHgDRY3MhUw,Pep Boys,body_and_exterior,5,2.5,4.479398673070137
q5XQJ3GgmoS7iUwuYeQ50Q,Firestone Complete Auto Care,wheels_and_tires,5,2.5,4.479398673070137
RsWsTTsz8rxrG00PfUgMzQ,Sears Auto Center,wheels_and_tires,5,2.5,4.479398673070137
DfTWadGWN0egX7hl9YV1Yw,Peruzzi Mitsubishi,wheels_and_tires,5,2.5,4.479398673070137
7Oa1F9WjQ1qcfa3OoaNd2g,Chapman Chevrolet,wheels_and_tires,5,2.5,4.479398673070137
S53RmUAdmg1bquBvbO41rA,Chapman Nissan,body_and_exterior,5,2.5,4.479398673070137
7Oa1F9WjQ1qcfa3OoaNd2g,Chapman Chevrolet,electrical_system,5,2.5,4.479398673070137
7kAADCxr-q9ssaM_3VxacA,Burdumy Volvo,engine,5,2.5,4.479398673070137
S53RmUAdmg1bquBvbO41rA,Chapman Nissan,transmission,5,2.5,4.479398673070137
DZ8vPtZdy3tmQL2oi2keWQ,Authorized Transmissions,transmission,5,2.5,4.479398673070137
4JFKgm2o3mJgVnITIcSkOQ,Pep Boys Automotive,electrical_system,5,2.5,4.479398673070137
4JFKgm2o3mJgVnITIcSkOQ,Pep Boys Automotive,wheels_and_tires,5,2.5,4.479398673070137
EoBDjpWD5UcGvCVbvKdzZw,Piazza Honda Of Pottstown,body_and_exterior,5,2.5,4.479398673070137
F13x4Y7Lmv_FgyWUxka5xg,AAA South Philadelphia Car Care Insurance Travel Center,body_and_exterior,5,2.5,4.479398673070137
F3EOeB31vVVjxV-PJDlBXg,Sloane Toyota of Glenside,brakes,5,2.5,4.479398673070137
JsjHfec3GtrDsR8lE3P6JA,Fred Beans Volkswagen,wheels_and_tires,5,2.5,4.479398673070137
S53RmUAdmg1bquBvbO41rA,Chapman Nissan,engine,5,2.5,4.479398673070137
BE02lUdypdL6JTByh1iTVg,Pacifico Mazda,body_and_exterior,5,2.5,4.479398673070137
TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,brakes,5,2.5,4.479398673070137
tUHLRS5pijzBJGk9_DfjYw,Euro Motorcars Devon,body_and_exterior,5,2.5,4.479398673070137
hOyIvZBmvcifBIFwBvoTCg,Pep Boys,engine,5,2.5,4.479398673070137
TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,electrical_system,5,2.5,4.479398673070137
ndZ5JS7QIEigS-hyAdc9dg,Fred Beans Hyundai,wheels_and_tires,5,2.5,4.479398673070137
PKfgJk2TRdVLi_YYBHdZdA,Pep Boys,wheels_and_tires,5,2.5,4.479398673070137
-amg4-vvrHNPIzRDKF2Axg,Derkas Auto Body,body_and_exterior,5,2.5,4.479398673070137
MWMCeOfWU1415GVOGKkkPA,Infiniti of Ardmore,engine,5,2.5,4.479398673070137
TyOe_EcbyAWMmPgg_ILwHQ,Pep Boys,body_and_exterior,5,2.5,4.479398673070137
hHGQxmwXyuoSPSCx_Rsprg,Mavis Discount Tire,wheels_and_tires,5,2.5,4.479398673070137
1qhmqVnrsJWmA6GbKBaS6A,Boyle's Gulf Service,wheels_and_tires,2,4.0,4.394449154672439
PapIacsSlU6NNOYjb7esVg,John Kennedy Subaru,interior,2,4.0,4.394449154672439
3k05inIjD0WOQkd71_VNrQ,Central Auto Service,lighting,2,4.0,4.394449154672439
ubM8ds55391LQbPKaDGieg,Keyser & Miller Ford,body_and_exterior,2,4.0,4.394449154672439
-hn_albK3cs_V8hTUw0x1A,Honest-1 Auto Care,brakes,2,4.0,4.394449154672439
j7gpjkR_CDk6v_vmC_61eA,Benedetto's Auto Repair,engine,2,4.0,4.394449154672439
-hn_albK3cs_V8hTUw0x1A,Honest-1 Auto Care,interior,2,4.0,4.394449154672439
GMGL8uAIQncWfi7aSsA16Q,Bavarian Specialties,wheels_and_tires,2,4.0,4.394449154672439
y1hn1aFIphJfCEfhiw0BzA,Audubon Service-Liberty,brakes,2,4.0,4.394449154672439
p8iBO8npGGPHThgEXhd8ng,Boro Line Auto Service,fuel_system,2,4.0,4.394449154672439
754-7celOsQCLbUdV65PUw,Norristown Chrysler Dodge Jeep Ram,body_and_exterior,2,4.0,4.394449154672439
sXyYBK2AnpJLYqbVR1asPg,United Tire & Service of Ambler,engine,2,4.0,4.394449154672439
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,lighting,2,4.0,4.394449154672439
k0OSAt4yHCMmuoWZyD0P8Q,CSE Automotive,wheels_and_tires,2,4.0,4.394449154672439
iEgOnJjWAd3A1JZR6ijBKQ,Pats Superior Auto Repair,engine,2,4.0,4.394449154672439
RAgOpHQ5UqcgsOFInC0VMQ,R & A Discount Auto Repairs,electrical_system,2,4.0,4.394449154672439
ubM8ds55391LQbPKaDGieg,Keyser & Miller Ford,wheels_and_tires,2,4.0,4.394449154672439
PpUFhDowFZ1g4T0uue0jEw,Burns Auto Repair,brakes,2,4.0,4.394449154672439
LfMWAP0gTbUlv-XqFVJmDQ,Basil's Auto Body,suspension,2,4.0,4.394449154672439
Gh7EXIq3mYIfGVa9vdqXVQ,Ciocca Ford Of Souderton,transmission,2,4.0,4.394449154672439
_olrhlw2h3VDkrUYftbaLA,Caliber Collision,body_and_exterior,2,4.0,4.394449154672439
_gklyXJFfyaZyavFXGfhBQ,Meineke Car Care Center,lighting,2,4.0,4.394449154672439
z2DS9uS9dvWidJTLjOLK1w,Schafer's Auto Center,electrical_system,2,4.0,4.394449154672439
c7FcFpspVHUiQOlO3ypTnA,PV Express Lube & Auto,brakes,2,4.0,4.394449154672439
qs1OfRzlrVEUZAL01ViP0g,Just Tires,brakes,2,4.0,4.394449154672439
C2nJjRwdcC8pNrLUsLfCNg,Arm Enterprise & Auto Repair,transmission,2,4.0,4.394449154672439
Gh7EXIq3mYIfGVa9vdqXVQ,Ciocca Ford Of Souderton,body_and_exterior,2,4.0,4.394449154672439
3k05inIjD0WOQkd71_VNrQ,Central Auto Service,brakes,2,4.0,4.394449154672439
z2DS9uS9dvWidJTLjOLK1w,Schafer's Auto Center,steering,2,4.0,4.394449154672439
qCSrCASuWgmfESIXfF8sRA,Y&t Automotive &Transmissions,wheels_and_tires,2,4.0,4.394449154672439
OrE5x4-oSp8aDUw166Fn2A,CJ's Tire & Automotive,body_and_exterior,2,4.0,4.394449154672439
e81xU2LRq-o7Ciyhcq7Z-Q,Paoli Auto Repair,wheels_and_tires,2,4.0,4.394449154672439
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,body_and_exterior,2,4.0,4.394449154672439
tC7loBMMuDxgpDnKUYwRwg,Saunders Auto Center,engine,2,4.0,4.394449154672439
a8aTtTKoPVxm7_Ywdkdmqw,CARSTAR Fred Beans Doylestown,body_and_exterior,2,4.0,4.394449154672439
0xde_7p7sEKcznIT5S9GzA,Sentell Service Center,wheels_and_tires,2,4.0,4.394449154672439
2KLhsaorC99JVZHJH_L6vQ,A A Auto & Truck Repair,brakes,2,4.0,4.394449154672439
QFvIzZx_hQhdf1fr61qAFg,Evan's Gulf Auto Repair,engine,2,4.0,4.394449154672439
Sn3j9chMsXgZCkyCRdC7Yw,Conicelli-Toyota,wheels_and_tires,2,4.0,4.394449154672439
oNN_Tmvd4mqrvYBr0HTIxQ,Thompson Volkswagen,body_and_exterior,2,4.0,4.394449154672439
ZByTbQwI6_oaqxkgAIsCfQ,Jeff Daniel's Jeeps,suspension,2,4.0,4.394449154672439
Sn3j9chMsXgZCkyCRdC7Yw,Conicelli-Toyota,interior,2,4.0,4.394449154672439
XLfQU6iozXl_Ijl3ct6P_w,Gibbons Automotive,wheels_and_tires,2,4.0,4.394449154672439
b3dZkX1hahp8Rb_OVeRjAA,Reedman Toll Auto World,brakes,8,2.0,4.394449154672439
FNQQdeY-IJFJaMvDvkdntg,CarVision,electrical_system,8,2.0,4.394449154672439
XLfQU6iozXl_Ijl3ct6P_w,Gibbons Automotive,brakes,2,4.0,4.394449154672439
5pg99NrskP3sTKQRjv7ezA,Eppie's Discount Tire & Auto,body_and_exterior,2,4.0,4.394449154672439
FNjlHgBGW7g6_RdEG63wkA,Linnett's Gulf,engine,8,2.0,4.394449154672439
ZByTbQwI6_oaqxkgAIsCfQ,Jeff Daniel's Jeeps,wheels_and_tires,2,4.0,4.394449154672439
hzTMc4VJaW0q1CxEGFwQhg,Mavis Discount Tire,lighting,2,4.0,4.394449154672439
hzTMc4VJaW0q1CxEGFwQhg,Mavis Discount Tire,brakes,2,4.0,4.394449154672439
AWzvmAw4X0FEMuYDa3CrQA,Rick's Green Lane Garage,engine,2,4.0,4.394449154672439
Qi_BxzkGzt3UAOtGwy4eWg,Your Buddy Steve's Garage,brakes,2,4.0,4.394449154672439
AWzvmAw4X0FEMuYDa3CrQA,Rick's Green Lane Garage,body_and_exterior,2,4.0,4.394449154672439
ZceQayJ9Ownv2a7T81LP-g,Goodyear Auto Service,wheels_and_tires,2,4.0,4.394449154672439
pC7MuCpWGTZjlrc7HvdF_A,Philadelphia Tire & Service,brakes,2,4.0,4.394449154672439
iUoKqIguaaKsfbxwvJi0Zw,Godshall's Auto Service,engine,2,4.0,4.394449154672439
RaPRU1ZjsVLZDndTHk4vBw,Mavis Discount Tire,brakes,2,4.0,4.394449154672439
HpxdtJYWumMuLV9Crvf-Ew,Carpenter Lane Garage,wheels_and_tires,2,4.0,4.394449154672439
VMc3S6DJQ0G9FtAdbN2Lgg,Upper Gwynedd Service Center,wheels_and_tires,2,4.0,4.394449154672439
v3zGANsBCSOpLUjTzcCxdQ,Meineke Car Care Center,body_and_exterior,2,4.0,4.394449154672439
x3Po3HUD4ac_dpbMg1jDVA,S & B Auto Service,wheels_and_tires,2,4.0,4.394449154672439
0DQ_EwydoUVS0YJxvQRMXg,Dave's Automotive Center,brakes,2,4.0,4.394449154672439
qaFizW202p1-BJzmai_Z_g,Caliber Collision,suspension,2,4.0,4.394449154672439
I2JnBSZD70_0VvEoPPh0Xw,CS Cantlin Automotive Mercedes Benz & Luxury Vehicle Service,engine,2,4.0,4.394449154672439
3k05inIjD0WOQkd71_VNrQ,Central Auto Service,transmission,2,4.0,4.394449154672439
jMlRIuJY260-5xBla5zMaA,Faulkner Mazda - Trevose,body_and_exterior,2,4.0,4.394449154672439
v3zGANsBCSOpLUjTzcCxdQ,Meineke Car Care Center,electrical_system,2,4.0,4.394449154672439
wNWt0LlftKpXQ2qjIqtXhA,Volvo Cars of Fort Washington,wheels_and_tires,2,4.0,4.394449154672439
PapIacsSlU6NNOYjb7esVg,John Kennedy Subaru,wheels_and_tires,2,4.0,4.394449154672439
bbeRKMn78_22Y3SxdaAIJg,Midas,wheels_and_tires,2,4.0,4.394449154672439
fov36Q5xZGleGIdTjUO3GQ,Center Square Motors,body_and_exterior,2,4.0,4.394449154672439
jk-Id_QpkvkrplueKgP5Cg,Ren's Auto,electrical_system,2,4.0,4.394449154672439
eQkwEm3-IlsHZQosqv3VrA,Carlson's Alinement Service,wheels_and_tires,2,4.0,4.394449154672439
pFKAFPv08VmxCjfWXe6BgQ,Firestone Complete Auto Care,brakes,8,2.0,4.394449154672439
KaSlMK8uWCVVukYuanF5uA,Millevoi Brothers,wheels_and_tires,2,4.0,4.394449154672439
9nhXV9VYD_iLzrVbZeHsAw,Meineke Car Care Center,brakes,2,4.0,4.394449154672439
qwF3lZOtK8H3eVzcZIg8Gw,Collision Care Auto Body Centers,wheels_and_tires,2,4.0,4.394449154672439
Cdt9D6XfEF7FBHRBbj-BgQ,Blatt Tire & Auto Repair,electrical_system,2,4.0,4.394449154672439
gxAlC-zwohHnc-Qr2y2pjw,Rocky's Auto Repair,engine,2,4.0,4.394449154672439
x2F-3GZ-E7FOOF6M4rhPsg,Auto Express of Doylestown,lighting,2,4.0,4.394449154672439
9EBT4EahTd_6bcOiRLQOsg,Spanial's Service Center,body_and_exterior,2,4.0,4.394449154672439
gxAlC-zwohHnc-Qr2y2pjw,Rocky's Auto Repair,electrical_system,2,4.0,4.394449154672439
JucmdyFRXQXuOySUcJ2bSA,Pep Boys,brakes,2,4.0,4.394449154672439
Ig91reskKFPK6FxUcVLImQ,Pep Boys,engine,8,2.0,4.394449154672439
CXrLZdpYRqMhYTQb2EcRkg,Motorcar Makeovers,engine,2,4.0,4.394449154672439
8GpxqaAYQ7wFQHgMV9I0aw,Lexus Of Chester Springs,wheels_and_tires,2,4.0,4.394449154672439
XeJLOFPm9rxXKr2wVrd5ZA,Mr. Tire Auto Service Centers,brakes,2,4.0,4.394449154672439
8hQDDAgG3iDu6rNNUQ-jeA,BT Automotive,body_and_exterior,2,4.0,4.394449154672439
uP-60-QY21kdUKim2QtnNA,Steve & Dominic's Auto Repair,engine,2,4.0,4.394449154672439
MkJ5kdhX3Jl48ykeMEVVIw,Martin Main Line Honda,interior,8,2.0,4.394449154672439
XeJLOFPm9rxXKr2wVrd5ZA,Mr. Tire Auto Service Centers,engine,2,4.0,4.394449154672439
CXrLZdpYRqMhYTQb2EcRkg,Motorcar Makeovers,electrical_system,2,4.0,4.394449154672439
zXnFTbBeqWP8A3YvmFme-Q,Mavis Discount Tire,electrical_system,2,4.0,4.394449154672439
iI2WzvGBGPDs4GFu4bqSLw,M & M Lube & Automotive,wheels_and_tires,2,4.0,4.394449154672439
x_f_PFhioqXz-yoBCaRaOg,Mina Motors,suspension,2,4.0,4.394449154672439
9ENpc5Vdh4QwVRQUR1XCJw,Pep Boys,wheels_and_tires,8,2.0,4.394449154672439
-mVpEeb0zGMv81_IWoXT5g,Pep Boys,engine,17,1.5,4.335557636844246
-mVpEeb0zGMv81_IWoXT5g,Pep Boys,wheels_and_tires,16,1.5,4.249820016084325
G34TWxDltxUBelSqVhpV2g,Mercedes-Benz of Fort Washington,body_and_exterior,3,3.0,4.1588830833596715
dvidzWEPgTQPeBc8CUV2OQ,Tires Plus,body_and_exterior,3,3.0,4.1588830833596715
yj3R0eYVlR3A0b1BEaVKYA,Thompson Lexus Doylestown,engine,3,3.0,4.1588830833596715
ehhztfVpm2UjKvSg7FEbVg,Pep Boys,engine,7,2.0,4.1588830833596715
dvidzWEPgTQPeBc8CUV2OQ,Tires Plus,lighting,3,3.0,4.1588830833596715
3Bns-Bh56C--bQw2H5EMyQ,Hill Buick GMC,engine,3,3.0,4.1588830833596715
jE54zOGJrE2Y2BmvC6PKSA,Firestone Complete Auto Care,wheels_and_tires,7,2.0,4.1588830833596715
TngJweH5zYs3CDozFxq3zA,Faulkner Buick GMC West Chester,body_and_exterior,3,3.0,4.1588830833596715
6SGw7TF7F4q4Uc2cuGvwIA,Z Brothers Service Center,engine,3,3.0,4.1588830833596715
HMLJra31PfphBxOdFZzR1A,Just Cruisin,engine,3,3.0,4.1588830833596715
p7RzIdqbVGD-qaqPx2WRtw,Fretz RV,wheels_and_tires,3,3.0,4.1588830833596715
6ZcCyb8I9mr1dB7q1dU3CA,Jiffy Lube,wheels_and_tires,3,3.0,4.1588830833596715
AfpKxddGIHvCchcf70nInA,Jeff D'Ambrosio Dodge Chrysler Jeep Downingtown,body_and_exterior,3,3.0,4.1588830833596715
SxYqT7PcEYl9aJ-9HFhbyA,J. L. Freed Honda,body_and_exterior,3,3.0,4.1588830833596715
SxYqT7PcEYl9aJ-9HFhbyA,J. L. Freed Honda,brakes,3,3.0,4.1588830833596715
_8EZt3JUPQ9dlCLY3NSrqg,Carshop - Chester Springs,electrical_system,3,3.0,4.1588830833596715
k1K3HdNmBALP9pSD5neydw,Colonial Hyundai,body_and_exterior,7,2.0,4.1588830833596715
V1l_59RO8n_WT3WMK8jOLg,Piazza Honda Of Springfield,electrical_system,3,3.0,4.1588830833596715
Gr2yFFALpwvQkbce3v5oQg,Chapman Ford of Horsham,wheels_and_tires,3,3.0,4.1588830833596715
TngJweH5zYs3CDozFxq3zA,Faulkner Buick GMC West Chester,wheels_and_tires,3,3.0,4.1588830833596715
_CPadEW3NDmg0NyIxUq4fQ,RR Racing,engine,3,3.0,4.1588830833596715
6ZcCyb8I9mr1dB7q1dU3CA,Jiffy Lube,engine,3,3.0,4.1588830833596715
E4qH6Mm7JkSxaTMqSEr5Iw,Sigismondi Foreign Car Specialists,electrical_system,3,3.0,4.1588830833596715
o5gSkXHI0YFtvlyMuz2q9A,Audi Service Conshohocken,wheels_and_tires,7,2.0,4.1588830833596715
YxhdfdhRZjJHPFxaADnNVg,Conicelli Toyota of Conshohocken,electrical_system,3,3.0,4.1588830833596715
e_PHx0xhOZy3QOwbHh9YgA,Faulkner INFINITI of Willow Grove,interior,3,3.0,4.1588830833596715
vmwLQ5sDD4emlaQZv8Y-6w,Pep Boys,wheels_and_tires,7,2.0,4.1588830833596715
oizc39U8lP8-13kK_PkEVw,Pep Boys,body_and_exterior,7,2.0,4.1588830833596715
-juub8HT6IdijbBWb5dCdA,Kia Of West Chester,body_and_exterior,7,2.0,4.1588830833596715
5cPzd9lx9-zpFvEDOr3Hjg,Pep Boys,steering,3,3.0,4.1588830833596715
HV0RS_cHVHatqYwC1j_qsw,Bergey's Chevrolet,engine,3,3.0,4.1588830833596715
RC7HcGBuhg5Llmhutsw2sw,Tires Plus,engine,3,3.0,4.1588830833596715
n4GKqYV2_cr89WK565DB3w,Midas,brakes,3,3.0,4.1588830833596715
kZxrObtkh34gz67C_HMl8w,Mercedes-Benz of West Chester,lighting,3,3.0,4.1588830833596715
kZxrObtkh34gz67C_HMl8w,Mercedes-Benz of West Chester,wheels_and_tires,3,3.0,4.1588830833596715
cGVXxNvAWRgEnmVkr7Ji6Q,Scott Honda Of West Chester,brakes,3,3.0,4.1588830833596715
y--UQiSyVPAmWjRkZ9tdPQ,Pep Boys,body_and_exterior,3,3.0,4.1588830833596715
zwfJmPoDnpIO_Uh6sy56xg,Exton Nissan,engine,7,2.0,4.1588830833596715
cGVXxNvAWRgEnmVkr7Ji6Q,Scott Honda Of West Chester,electrical_system,3,3.0,4.1588830833596715
_veiFeqzouo-7xDGaa9VCA,Tires Etc,body_and_exterior,7,2.0,4.1588830833596715
NAtR_paYrYp7IWqzGIPiYQ,Marty Sussman Honda,body_and_exterior,7,2.0,4.1588830833596715
_veiFeqzouo-7xDGaa9VCA,Tires Etc,engine,7,2.0,4.1588830833596715
fBN7b-DFWcVdeV2FX_xUYw,Jack's Auto Glass & Parts,miscellaneous,3,3.0,4.1588830833596715
XwJjTeb6yi0HFjps0Iydiw,Mavis Discount Tire,wheels_and_tires,15,1.5,4.1588830833596715
zYJphtKGFCbcCZmX6vzCYA,Rob's Automotive Repair & Service,wheels_and_tires,3,3.0,4.1588830833596715
xHSWEr45oRhDV9JuuNA6wA,BMW of Devon,wheels_and_tires,3,3.0,4.1588830833596715
3fD7Pbi_VozCRS-eIjzIag,Midas,engine,7,2.0,4.1588830833596715
kZxrObtkh34gz67C_HMl8w,Mercedes-Benz of West Chester,body_and_exterior,3,3.0,4.1588830833596715
rk5i8u6hhzLVdWQMU09u2g,Bergey's Tire & Auto Service Centers,wheels_and_tires,3,3.0,4.1588830833596715
e_PHx0xhOZy3QOwbHh9YgA,Faulkner INFINITI of Willow Grove,wheels_and_tires,3,3.0,4.1588830833596715
yeKmUvRBzcI5HtqzSi-zhA,Mavis Discount Tire,brakes,3,3.0,4.1588830833596715
eqWYd-1z04eTw8smFKBUOQ,Team Collision Center of Langhorne,brakes,3,3.0,4.1588830833596715
oAeqf3sNCdJvHykFnGUqjg,Carousel Toyota,brakes,7,2.0,4.1588830833596715
3fD7Pbi_VozCRS-eIjzIag,Midas,body_and_exterior,7,2.0,4.1588830833596715
Hsn3r6wgkHC8YVWawvNhAg,Superior Motor Service,engine,3,3.0,4.1588830833596715
nCmxvOVS_1G1rz1qSbfdSw,Jiffy Lube,electrical_system,3,3.0,4.1588830833596715
924EISziV0FYIfxHnwGRyw,Midas,brakes,3,3.0,4.1588830833596715
ew4XCFeLxivrsyKQIx_nmQ,Fred Beans Subaru,body_and_exterior,3,3.0,4.1588830833596715
ew4XCFeLxivrsyKQIx_nmQ,Fred Beans Subaru,engine,3,3.0,4.1588830833596715
HV0RS_cHVHatqYwC1j_qsw,Bergey's Chevrolet,body_and_exterior,3,3.0,4.1588830833596715
ew4XCFeLxivrsyKQIx_nmQ,Fred Beans Subaru,wheels_and_tires,3,3.0,4.1588830833596715
QfBDGQpJss5Z_-QZTCr1VA,Jiffy Lube,wheels_and_tires,3,3.0,4.1588830833596715
yeKmUvRBzcI5HtqzSi-zhA,Mavis Discount Tire,wheels_and_tires,3,3.0,4.1588830833596715
FNQQdeY-IJFJaMvDvkdntg,CarVision,engine,7,2.0,4.1588830833596715
kpiw396QpPI0GIgZlWSDHg,Service King Collision Philadelphia South,body_and_exterior,3,3.0,4.1588830833596715
82lRUyC9iKqI3Z4BBLCvyA,Mavis Discount Tire,brakes,3,3.0,4.1588830833596715
iEaiQGM23OWKGCybkvd4Pg,Jiffy Lube,engine,3,3.0,4.1588830833596715
a3RNYx-QtZvZ9ARXUE2AZQ,Conicelli-Toyota,brakes,3,3.0,4.1588830833596715
p7RzIdqbVGD-qaqPx2WRtw,Fretz RV,lighting,3,3.0,4.1588830833596715
yj3R0eYVlR3A0b1BEaVKYA,Thompson Lexus Doylestown,electrical_system,3,3.0,4.1588830833596715
7MRw1gBlbrMMvO0zAKeLdA,Pep Boys,brakes,3,3.0,4.1588830833596715
PGRL9DzeBl4dJbgC-dNLhg,Thompson Toyota,brakes,3,3.0,4.1588830833596715
iEaiQGM23OWKGCybkvd4Pg,Jiffy Lube,wheels_and_tires,3,3.0,4.1588830833596715
7-zRaGRevEgwKqJ35cjm-A,Mavis Discount Tire,suspension,3,3.0,4.1588830833596715
LCYE3aQGQf74Z13U2g81Lg,Plymouth Auto & Tire Center,body_and_exterior,7,2.0,4.1588830833596715
ggFfdS0hDwGfTSIrTYQ_5Q,Sloane Honda,steering,3,3.0,4.1588830833596715
z3jJc2dxTpEbFt4IBuYQiQ,Tires Plus,brakes,3,3.0,4.1588830833596715
83MvE7X5qXrlF03bWhJElQ,Jim Wynn Volkswagen,engine,3,3.0,4.1588830833596715
_HIxsmzX4FEOt4ns_s32NQ,Mavis Discount Tire,body_and_exterior,3,3.0,4.1588830833596715
9yZwVEhw_BQXo9t2zz1rRQ,Hill Cadillac,body_and_exterior,3,3.0,4.1588830833596715
p7RzIdqbVGD-qaqPx2WRtw,Fretz RV,engine,3,3.0,4.1588830833596715
yj3R0eYVlR3A0b1BEaVKYA,Thompson Lexus Doylestown,brakes,3,3.0,4.1588830833596715
IeA0_HNiJ8_ssPIMkOnTTA,John Kennedy Ford Jenkintown,body_and_exterior,3,3.0,4.1588830833596715
YHpoMRXJatNmnTklfGwUVA,Reedman Toll Chrysler Dodge Jeep RAM of Springfield,engine,7,2.0,4.1588830833596715
_HIxsmzX4FEOt4ns_s32NQ,Mavis Discount Tire,brakes,3,3.0,4.1588830833596715
l3FeusUZE2jsJ5uR-aNR7A,Springfield Hyundai,wheels_and_tires,4,2.5,4.023594781085251
ILi7_ep3fBfUZdJrXLGW2g,Midas,brakes,4,2.5,4.023594781085251
tkJRnUUhHqp3XB6SEQC7-g,Midas,lighting,4,2.5,4.023594781085251
OzruqKZhTokmSZhFVJIcZg,AAMCO Transmissions & Total Car Care,transmission,4,2.5,4.023594781085251
F3EOeB31vVVjxV-PJDlBXg,Sloane Toyota of Glenside,lighting,4,2.5,4.023594781085251
aJM4YQLezfvcsvCY-vE0vw,Piazza Volkswagen of Langhorne,body_and_exterior,4,2.5,4.023594781085251
F3EOeB31vVVjxV-PJDlBXg,Sloane Toyota of Glenside,interior,4,2.5,4.023594781085251
IYMvwRM6WR4C0WC1A8em3A,Fred Beans Nissan of Doylestown,electrical_system,4,2.5,4.023594781085251
mmRvfj6ab902lxuH9zNFvw,Tires Plus,engine,4,2.5,4.023594781085251
3TcYCKWZh-biDJwlhezudQ,PA Auto Select,engine,4,2.5,4.023594781085251
Fqx6lq9MO20_71qs_0UBcw,Pep Boys,wheels_and_tires,4,2.5,4.023594781085251
BzH67Cjo2fgobsqXh1nbXg,Firestone Complete Auto Care,engine,4,2.5,4.023594781085251
PJoKIQvr9GO1M3YmYG0hIg,Fred Beans Kia of Langhorne,electrical_system,4,2.5,4.023594781085251
CAQkZ6Bf5ng9e48sas_-wg,Bob's Tire,wheels_and_tires,4,2.5,4.023594781085251
HQD2fLfTDlHt8tdi8p0p3A,Wayne's Garage,wheels_and_tires,4,2.5,4.023594781085251
aJM4YQLezfvcsvCY-vE0vw,Piazza Volkswagen of Langhorne,electrical_system,4,2.5,4.023594781085251
lX1nMfMRK7zfOZBLMzCKdw,Jiffy Lube,engine,4,2.5,4.023594781085251
3TcYCKWZh-biDJwlhezudQ,PA Auto Select,transmission,4,2.5,4.023594781085251
-PU5on8H21jZOqSXCmxLJQ,Scott Kia Of Springfield,engine,4,2.5,4.023594781085251
tkJRnUUhHqp3XB6SEQC7-g,Midas,engine,4,2.5,4.023594781085251
osnYhCIf-a1-89Hxit8x6A,AAMCO Transmissions & Total Car Care,transmission,4,2.5,4.023594781085251
ZKaMRAV1Ej-2v6OVFb1OzA,Conicelli Nissan,brakes,4,2.5,4.023594781085251
BVrCapYWMe0HInTJ1xs_QQ,Davis Acura,body_and_exterior,4,2.5,4.023594781085251
7JJhksDguxVPK7oqTFm1Ag,Sears Auto Center,wheels_and_tires,4,2.5,4.023594781085251
PKfgJk2TRdVLi_YYBHdZdA,Pep Boys,engine,4,2.5,4.023594781085251
KDKfiyYY7VER5GUZIQoSig,Pep Boys,transmission,4,2.5,4.023594781085251
7JJhksDguxVPK7oqTFm1Ag,Sears Auto Center,engine,4,2.5,4.023594781085251
LUMXJLw3s_JZO9DxL2ryDA,Firestone Complete Auto Care,wheels_and_tires,4,2.5,4.023594781085251
tkJRnUUhHqp3XB6SEQC7-g,Midas,brakes,4,2.5,4.023594781085251
d8l2shht0OoQSq5CrTMpoA,Pep Boys,wheels_and_tires,4,2.5,4.023594781085251
ZKaMRAV1Ej-2v6OVFb1OzA,Conicelli Nissan,interior,4,2.5,4.023594781085251
ALI0CtesYd4BF0oWE36HYQ,NTB - National Tire & Battery,wheels_and_tires,4,2.5,4.023594781085251
O_X05kyIvpkzBXIy7haFOw,David Dodge Chrysler Jeep,wheels_and_tires,4,2.5,4.023594781085251
O_X05kyIvpkzBXIy7haFOw,David Dodge Chrysler Jeep,lighting,4,2.5,4.023594781085251
3Tv3_TTo92X1N7XUUk8YPw,J&M Discount Tire and Service Center,wheels_and_tires,4,2.5,4.023594781085251
Iu7QerAvVSGN3Y1CcCm64g,AAA Willow Grove Car Care Insurance Travel Center,body_and_exterior,4,2.5,4.023594781085251
GyLLcKUe50YwyFDrs3glUQ,Rafferty Subaru,interior,4,2.5,4.023594781085251
l3FeusUZE2jsJ5uR-aNR7A,Springfield Hyundai,body_and_exterior,4,2.5,4.023594781085251
YCDWgF0RxC36qW3UsO7w0A,Peruzzi Buick GMC,engine,4,2.5,4.023594781085251
CO9r8EOwyuAdgKHkr36lqg,Family Chrysler Dodge Jeep RAM,transmission,4,2.5,4.023594781085251
orI1JFGAOLM5BPwxSU6ICA,3D Auto Body & Collision Centers,body_and_exterior,4,2.5,4.023594781085251
YCDWgF0RxC36qW3UsO7w0A,Peruzzi Buick GMC,wheels_and_tires,4,2.5,4.023594781085251
BVrCapYWMe0HInTJ1xs_QQ,Davis Acura,brakes,4,2.5,4.023594781085251
