business_name,business_id,fault_type,quarter,repair_count
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,electrical_system,1.0,1
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,electrical_system,1.0,1
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,engine,1.0,1
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,engine,1.0,1
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,engine,1.0,1
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,exhaust_system,1.0,1
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,wheels_and_tires,1.0,3
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,wheels_and_tires,1.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,wheels_and_tires,1.0,7
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,wheels_and_tires,1.0,2
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,wheels_and_tires,1.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,engine,2.0,2
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,lighting,2.0,1
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,lighting,2.0,1
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,wheels_and_tires,2.0,3
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,wheels_and_tires,2.0,1
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,wheels_and_tires,2.0,2
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,wheels_and_tires,2.0,1
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,wheels_and_tires,2.0,2
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,wheels_and_tires,2.0,5
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,body_and_exterior,3.0,1
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,brakes,3.0,3
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,exhaust_system,3.0,1
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,lighting,3.0,1
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,wheels_and_tires,3.0,1
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,wheels_and_tires,3.0,2
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,wheels_and_tires,3.0,4
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,wheels_and_tires,3.0,4
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,body_and_exterior,4.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,body_and_exterior,4.0,1
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,body_and_exterior,4.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,brakes,4.0,1
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,engine,4.0,1
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,engine,4.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,engine,4.0,1
CJ's Tire & Automotive,OrE5x4-oSp8aDUw166Fn2A,interior,4.0,1
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,suspension,4.0,2
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,suspension,4.0,1
CJ's Tire & Automotive,Bq_k9lYPayybHuvLEuL4ag,wheels_and_tires,4.0,1
CJ's Tire & Automotive,egxfAavXon4lBYTc_G7rZA,wheels_and_tires,4.0,2
CJ's Tire & Automotive,GpN4ZVRZaU2jaixGjqCCXQ,wheels_and_tires,4.0,4
CJ's Tire & Automotive,VM3NG26dQqB6-7-QuKqu-g,wheels_and_tires,4.0,2
CJ's Tire & Automotive,xkJnPC6rv7Utg7ZF55D8Hw,wheels_and_tires,4.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,engine,1.0,3
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,interior,1.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,lighting,1.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,suspension,1.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,transmission,1.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,wheels_and_tires,1.0,7
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,brakes,2.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,engine,2.0,2
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,lighting,2.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,wheels_and_tires,2.0,2
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,body_and_exterior,3.0,2
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,brakes,3.0,2
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,engine,3.0,3
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,transmission,3.0,1
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,wheels_and_tires,3.0,3
CK Auto Image Repairs,iVAw6Xl4051W1lUeLEUw3w,wheels_and_tires,4.0,2
Clarks Auto Repair,BAwtgZs-zZC4JZ0--aEpQw,wheels_and_tires,1.0,2
Clarks Auto Repair,BAwtgZs-zZC4JZ0--aEpQw,wheels_and_tires,4.0,2
Classic Auto Body Ltd,QMflyN4WNqQ3dJNZ4poFWA,body_and_exterior,1.0,1
Classic Auto Body Ltd,QMflyN4WNqQ3dJNZ4poFWA,lighting,1.0,1
Classic Auto Body Ltd,QMflyN4WNqQ3dJNZ4poFWA,engine,4.0,1
Classic Body Worx,0SmsiKfGOoFdXO-j23AVWA,lighting,2.0,1
Classic Body Worx,0SmsiKfGOoFdXO-j23AVWA,body_and_exterior,4.0,1
Classic Coachwork Ambler,awaArYfaQ7AOhgiBHhLkEw,body_and_exterior,1.0,1
Classic Coachwork Ambler,awaArYfaQ7AOhgiBHhLkEw,electrical_system,1.0,1
Classic Coachwork Ambler,awaArYfaQ7AOhgiBHhLkEw,lighting,1.0,1
Classic Coachwork Collegeville,40SqWzU9rzB-93pHaF4tOQ,body_and_exterior,1.0,1
Classic Coachwork Collegeville,40SqWzU9rzB-93pHaF4tOQ,body_and_exterior,3.0,1
Classic Coachwork Main Line,MBV-LsGeIeqre9_Avox13Q,body_and_exterior,1.0,1
Classic Coachwork Main Line,MBV-LsGeIeqre9_Avox13Q,engine,1.0,1
Classic Coachwork Main Line,MBV-LsGeIeqre9_Avox13Q,body_and_exterior,2.0,1
Classic Coachwork Main Line,MBV-LsGeIeqre9_Avox13Q,body_and_exterior,3.0,1
Classic Coachwork Upper Darby,oKzD1rfj8aQSXfGB4bvm8Q,body_and_exterior,2.0,1
Classic Coachwork West Chester,-anrxK7xEFEoTU-sbAD-2g,body_and_exterior,1.0,1
Classic Coachwork West Chester,-anrxK7xEFEoTU-sbAD-2g,body_and_exterior,4.0,1
C & N Automotive,pzkXN-CUvXnTWEChMoGXpg,wheels_and_tires,2.0,1
C & N Automotive,pzkXN-CUvXnTWEChMoGXpg,engine,4.0,1
Coffman's Service,RN5FJBpuh2o0Rh4gdSOuRw,wheels_and_tires,1.0,1
Collingdale Performance,Z0NG3S480FepnpkivWEZHA,transmission,3.0,1
Collision Care Auto Body Centers,52uxuLPhT0lPiTSX4hyEUg,body_and_exterior,1.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,body_and_exterior,1.0,3
Collision Care Auto Body Centers,52uxuLPhT0lPiTSX4hyEUg,lighting,1.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,lighting,1.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,wheels_and_tires,1.0,1
Collision Care Auto Body Centers,52uxuLPhT0lPiTSX4hyEUg,body_and_exterior,2.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,body_and_exterior,2.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,electrical_system,2.0,1
Collision Care Auto Body Centers,52uxuLPhT0lPiTSX4hyEUg,body_and_exterior,3.0,1
Collision Care Auto Body Centers,EmiMqy2cTo0SSxJZAoaWbw,body_and_exterior,3.0,2
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,body_and_exterior,3.0,6
Collision Care Auto Body Centers,EmiMqy2cTo0SSxJZAoaWbw,body_and_exterior,4.0,1
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,body_and_exterior,4.0,3
Collision Care Auto Body Centers,qwF3lZOtK8H3eVzcZIg8Gw,wheels_and_tires,4.0,1
"CollisionMax, An ABRA Company",3eYLop9BA2mLzPYjUFKcWg,body_and_exterior,1.0,2
"CollisionMax, An ABRA Company",3eYLop9BA2mLzPYjUFKcWg,lighting,1.0,1
"CollisionMax, An ABRA Company",3eYLop9BA2mLzPYjUFKcWg,body_and_exterior,2.0,1
"CollisionMax, An ABRA Company",3eYLop9BA2mLzPYjUFKcWg,body_and_exterior,3.0,1
Collision Star of Wyndmoor,jLE2vcagH6q8dBcn9Y2dXQ,body_and_exterior,1.0,1
Collision Star of Wyndmoor,jLE2vcagH6q8dBcn9Y2dXQ,body_and_exterior,2.0,3
Colonial Collision,hEoCgGklQtYQzgAPeIaWTw,body_and_exterior,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,body_and_exterior,1.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,engine,1.0,2
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,lighting,1.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,wheels_and_tires,1.0,2
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,body_and_exterior,2.0,5
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,electrical_system,2.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,engine,2.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,steering,2.0,2
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,transmission,2.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,wheels_and_tires,2.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,brakes,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,electrical_system,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,engine,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,miscellaneous,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,wheels_and_tires,3.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,body_and_exterior,4.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,electrical_system,4.0,1
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,lighting,4.0,2
Colonial Hyundai,k1K3HdNmBALP9pSD5neydw,wheels_and_tires,4.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,body_and_exterior,1.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,brakes,1.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,miscellaneous,1.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,brakes,2.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,engine,2.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,body_and_exterior,3.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,climate_control,3.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,interior,3.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,suspension,3.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,transmission,3.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,brakes,4.0,1
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,engine,4.0,2
Colonial Nissan,v_G3vuI6_CuBg7jjTSCaAQ,lighting,4.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,wheels_and_tires,1.0,2
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,interior,2.0,2
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,steering,2.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,transmission,2.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,body_and_exterior,3.0,3
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,electrical_system,3.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,engine,3.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,wheels_and_tires,3.0,1
Colonial Subaru,ENAY3vj28w8JTAxjZ4xFyg,wheels_and_tires,4.0,1
Concord Auto Body Shop,4-n4T4JF1nOkmAm89Ypt8g,body_and_exterior,1.0,1
Concord Auto Body Shop,4-n4T4JF1nOkmAm89Ypt8g,lighting,2.0,2
Concord Auto Body Shop,4-n4T4JF1nOkmAm89Ypt8g,body_and_exterior,3.0,1
Concord Auto Protect,Pi-X-B8kLz_4CgCspwkR4g,brakes,3.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,body_and_exterior,1.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,engine,1.0,2
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,lighting,1.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,engine,2.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,transmission,2.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,wheels_and_tires,2.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,body_and_exterior,3.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,engine,3.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,steering,3.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,interior,4.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,transmission,4.0,1
Concordville Subaru,QjPq4cLdebWezChwX-H8Qw,wheels_and_tires,4.0,1
Conestoga Collision,I0DPSWZnSp0Szc_dUA0zVg,electrical_system,1.0,1
Conestoga Collision,I0DPSWZnSp0Szc_dUA0zVg,body_and_exterior,2.0,1
Conestoga Collision,I0DPSWZnSp0Szc_dUA0zVg,body_and_exterior,4.0,1
Conestoga Collision,I0DPSWZnSp0Szc_dUA0zVg,wheels_and_tires,4.0,1
Conicelli Autoplex,lD0xUdCD_gk7DmJh8nFKjw,electrical_system,1.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,body_and_exterior,1.0,4
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,brakes,1.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,electrical_system,1.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,interior,1.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,miscellaneous,1.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,wheels_and_tires,1.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,body_and_exterior,2.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,engine,2.0,3
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,miscellaneous,2.0,4
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,steering,2.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,transmission,2.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,wheels_and_tires,2.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,body_and_exterior,3.0,7
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,brakes,3.0,3
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,electrical_system,3.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,engine,3.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,interior,3.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,lighting,3.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,body_and_exterior,4.0,3
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,brakes,4.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,electrical_system,4.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,engine,4.0,4
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,interior,4.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,lighting,4.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,steering,4.0,1
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,transmission,4.0,2
Conicelli Honda,Bd9AyP3ZpE57Ed0gHwh6NA,wheels_and_tires,4.0,3
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,body_and_exterior,1.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,electrical_system,1.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,transmission,1.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,brakes,2.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,engine,2.0,2
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,body_and_exterior,3.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,brakes,3.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,engine,3.0,4
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,steering,3.0,2
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,wheels_and_tires,3.0,2
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,body_and_exterior,4.0,2
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,engine,4.0,3
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,transmission,4.0,1
Conicelli Hyundai,lxffUtcg4LxKaHRaTLeqkg,wheels_and_tires,4.0,3
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,body_and_exterior,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,brakes,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,engine,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,miscellaneous,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,transmission,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,wheels_and_tires,1.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,body_and_exterior,2.0,3
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,engine,2.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,interior,2.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,transmission,2.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,wheels_and_tires,2.0,3
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,body_and_exterior,3.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,engine,3.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,interior,3.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,wheels_and_tires,3.0,3
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,body_and_exterior,4.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,brakes,4.0,3
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,electrical_system,4.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,engine,4.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,interior,4.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,miscellaneous,4.0,2
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,transmission,4.0,1
Conicelli Nissan,ZKaMRAV1Ej-2v6OVFb1OzA,wheels_and_tires,4.0,2
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,brakes,1.0,1
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,electrical_system,1.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,body_and_exterior,2.0,1
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,brakes,2.0,2
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,interior,2.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,transmission,2.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,wheels_and_tires,2.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,body_and_exterior,3.0,2
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,engine,3.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,interior,3.0,1
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,wheels_and_tires,3.0,1
Conicelli-Toyota,Sn3j9chMsXgZCkyCRdC7Yw,wheels_and_tires,3.0,1
Conicelli-Toyota,a3RNYx-QtZvZ9ARXUE2AZQ,body_and_exterior,4.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,body_and_exterior,1.0,5
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,brakes,1.0,2
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,electrical_system,1.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,body_and_exterior,2.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,brakes,2.0,3
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,electrical_system,2.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,engine,2.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,wheels_and_tires,2.0,2
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,body_and_exterior,3.0,5
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,brakes,3.0,2
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,climate_control,3.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,electrical_system,3.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,engine,3.0,4
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,lighting,3.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,steering,3.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,wheels_and_tires,3.0,1
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,brakes,4.0,2
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,engine,4.0,4
Conicelli Toyota of Conshohocken,YxhdfdhRZjJHPFxaADnNVg,wheels_and_tires,4.0,1
Conroy's Gulf,SrAwZkZaQtniHw0XDQsIcA,lighting,1.0,2
Conroy's Gulf,SrAwZkZaQtniHw0XDQsIcA,wheels_and_tires,3.0,1
Conshohocken Auto Glass,LZaDMeKq8PLi3VUMJ2YnaA,body_and_exterior,1.0,2
Conshohocken Auto Glass,LZaDMeKq8PLi3VUMJ2YnaA,body_and_exterior,2.0,1
Conshohocken Auto Glass,LZaDMeKq8PLi3VUMJ2YnaA,body_and_exterior,3.0,2
ConvenienTech,iTM-1uw7pF-4sgAXk5HR6w,electrical_system,4.0,1
Conway Collision LLC,s7mCeZmcgSLNhoUytsAkwg,body_and_exterior,2.0,1
Conway Collision LLC,s7mCeZmcgSLNhoUytsAkwg,brakes,4.0,1
Cope's Garage and Collision Solutions,Z6DLXYtArTQQvLk1XjEvGA,brakes,1.0,1
Copperhead Refinishing,pdVpL4-is1Nsv6uw4T6B8w,body_and_exterior,1.0,1
Copperhead Refinishing,pdVpL4-is1Nsv6uw4T6B8w,interior,3.0,1
Copperhead Refinishing,pdVpL4-is1Nsv6uw4T6B8w,body_and_exterior,4.0,2
Cornerstone Automotive,DTDI1TnM8sexc8aOa6Y1OA,transmission,1.0,1
Cornerstone Automotive,DTDI1TnM8sexc8aOa6Y1OA,wheels_and_tires,1.0,1
Cornerstone Automotive,DTDI1TnM8sexc8aOa6Y1OA,engine,4.0,1
Costa Auto Repair,QtCtSoMKi0qE-XUWSasorQ,wheels_and_tires,1.0,1
Costa Auto Repair,QtCtSoMKi0qE-XUWSasorQ,brakes,2.0,1
County Corvette Sales,L-nOJJQmU2JGx7_dhbCbQg,engine,4.0,1
Crawford's Auto Center Inc,FF_IVF3GTZgJB5Arj1VPhw,body_and_exterior,2.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,body_and_exterior,1.0,2
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,interior,1.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,transmission,1.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,wheels_and_tires,1.0,24
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,body_and_exterior,2.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,interior,2.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,wheels_and_tires,2.0,18
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,electrical_system,3.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,wheels_and_tires,3.0,24
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,body_and_exterior,4.0,3
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,brakes,4.0,1
Creamery Tire,dlUC6JbDuv4nOIPDhw5AVg,wheels_and_tires,4.0,23
Creamery Tire - Chalfont,Mux7Uw6sHb4lUQMwJ3MR5A,wheels_and_tires,2.0,2
Creamery Tire - Chalfont,Mux7Uw6sHb4lUQMwJ3MR5A,wheels_and_tires,3.0,2
Creamery Tire - Chalfont,Mux7Uw6sHb4lUQMwJ3MR5A,wheels_and_tires,4.0,4
Creative Autosound,8e2qc9anJ_E-Zh8D21G-hg,lighting,2.0,1
Creative Autosound,8e2qc9anJ_E-Zh8D21G-hg,wheels_and_tires,2.0,1
Creative Autosound,8e2qc9anJ_E-Zh8D21G-hg,steering,4.0,2
Creighton's Auto Repair,56wLPBxep0Ga1WI81XyriQ,engine,1.0,1
CS Cantlin Automotive Mercedes Benz & Luxury Vehicle Service,I2JnBSZD70_0VvEoPPh0Xw,transmission,1.0,1
CS Cantlin Automotive Mercedes Benz & Luxury Vehicle Service,I2JnBSZD70_0VvEoPPh0Xw,engine,2.0,1
